Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Screen_Time_Hours_Per_Day,GPA,Extracurricular_Hours_Per_Day,Stress_Level
3018,6.52,7.85,0.3,0.3,3.42,10.0,0.61,Moderate
3019,9.69,6.96,0.0,2.15,2.72,9.83,0.25,High
3020,8.18,8.84,2.11,0.32,0.9,9.98,1.96,Moderate
3021,4.22,8.88,0.61,0.03,2.13,10.0,1.23,Moderate
3022,4.02,7.9,5.24,0.64,3.01,10.0,0.48,Low
3023,3.84,9.26,3.12,1.79,4.08,9.43,0.08,Low
3024,5.64,7.12,0.57,0.12,1.81,8.56,0.55,Low
3025,7.72,8.14,0.63,0.68,2.02,9.9,0.17,Moderate
3026,7.39,7.4,1.87,1.36,0.6,10.0,1.18,Moderate
3027,9.61,6.96,0.0,0.34,5.12,10.0,3.02,High
3028,5.42,6.25,8.0,0.43,4.51,6.52,0.21,High
3029,5.59,5.72,0.56,0.01,4.98,6.66,0.15,High
3030,3.44,7.22,0.49,2.59,2.82,10.0,0.09,Moderate
3031,3.13,10.58,7.21,0.66,4.93,9.66,0.01,Moderate
3032,9.39,5.49,1.26,0.44,5.91,4.99,0.22,High
3033,8.11,7.82,0.0,0.1,3.15,9.18,1.34,Moderate
3034,8.26,6.39,2.46,0.81,2.86,5.8,0.18,Moderate
3035,3.62,8.42,0.43,1.45,4.76,10.0,0.37,Moderate
3036,5.41,7.99,0.34,0.17,4.75,10.0,0.0,Moderate
3037,0.95,11.0,1.14,0.06,4.87,9.13,0.26,Moderate
3038,7.49,7.89,0.7,0.21,4.17,9.66,0.22,Moderate
3039,8.68,7.27,0.0,0.08,4.57,9.34,0.27,Moderate
3040,4.24,9.74,1.48,4.53,2.21,9.55,0.02,Moderate
3041,3.26,8.15,2.34,0.85,5.49,8.6,0.64,Low
3042,3.51,9.76,1.23,1.39,2.74,9.88,0.73,Low
3043,0.0,10.83,0.83,1.75,0.5,4.53,0.25,Low
3044,2.98,9.77,3.44,0.1,2.85,8.73,2.96,Low
3045,6.09,7.64,0.85,0.31,2.79,10.0,1.03,Moderate
3046,3.63,8.22,4.81,0.32,4.37,10.0,1.89,Low
3047,3.8,7.72,1.17,0.33,5.42,9.64,0.27,Moderate
3048,1.0,8.77,0.78,1.66,4.73,8.54,0.57,Moderate
3049,2.05,8.29,1.73,0.25,7.38,8.01,1.78,Low
3050,5.57,8.34,4.76,1.01,2.68,10.0,2.3,Moderate
3051,5.43,7.8,4.13,0.43,0.74,8.97,0.24,High
3052,7.69,7.66,2.9,1.24,3.63,10.0,3.38,Low
3053,3.55,9.17,1.53,0.6,2.83,8.68,1.43,Low
3054,4.46,7.31,0.58,1.48,2.54,10.0,0.22,Moderate
3055,2.71,7.89,0.94,0.39,3.92,9.21,1.27,Low
3056,1.49,9.17,0.6,0.56,2.98,8.07,2.32,Moderate
3057,4.26,7.66,1.01,1.63,3.04,10.0,0.31,Moderate
3058,7.69,6.35,0.0,0.1,6.02,6.52,1.89,High
3059,9.02,8.46,1.7,0.5,2.75,9.46,0.09,High
3060,9.39,5.11,0.94,0.7,3.41,4.55,0.21,High
3061,2.17,11.0,1.14,0.72,5.65,8.57,0.63,Moderate
3062,4.59,8.61,3.33,0.43,3.17,10.0,1.73,Low
3063,9.29,7.66,0.0,0.91,0.97,8.3,2.14,High
3064,4.37,9.26,2.69,0.06,1.41,6.54,0.06,Moderate
3065,4.18,9.08,2.7,1.05,3.4,7.49,2.61,Moderate
3066,3.51,10.36,1.42,0.78,0.72,9.29,0.33,Low
3067,0.0,8.84,5.18,0.61,2.9,6.6,0.0,Low
3068,9.4,6.48,1.74,0.74,2.69,4.44,0.46,High
3069,4.99,7.32,2.57,0.51,5.72,9.27,0.43,Moderate
3070,2.27,7.43,7.16,0.07,6.6,8.26,1.71,Low
3071,10.42,5.62,3.3,0.28,4.34,3.45,0.11,High
3072,3.83,10.46,1.75,0.71,3.05,10.0,0.07,Low
3073,3.87,8.4,0.31,0.19,3.02,9.94,0.06,Moderate
3074,3.35,10.74,0.32,0.47,3.65,10.0,0.46,Low
3075,5.31,10.15,3.95,3.17,5.49,10.0,0.54,Moderate
3076,3.3,11.0,2.48,0.86,3.19,7.2,0.13,Low
3077,6.0,9.73,6.76,0.35,2.11,8.73,2.33,Low
3078,6.2,10.11,1.7,0.91,2.37,10.0,0.79,Low
3079,4.23,8.77,2.86,0.68,3.23,10.0,0.05,Moderate
3080,9.51,6.82,6.46,0.91,3.92,8.84,2.3,Moderate
3081,8.2,7.35,1.99,0.41,2.06,8.9,0.66,High
3082,5.21,8.1,1.61,2.85,4.27,9.19,0.07,Moderate
3083,3.8,8.75,1.47,0.09,4.6,9.46,0.37,Moderate
3084,4.96,8.94,4.16,3.83,3.9,9.82,1.83,Moderate
3085,2.19,8.69,1.45,1.41,2.55,7.75,0.38,Low
3086,10.64,4.82,1.51,0.46,3.39,4.44,1.29,High
3087,7.1,7.8,1.0,0.5,2.51,10.0,0.92,Moderate
3088,5.78,7.21,6.81,0.2,3.76,9.84,0.44,Moderate
3089,5.32,7.47,1.04,1.44,2.88,9.1,1.64,Moderate
3090,5.12,7.99,2.83,0.18,5.59,10.0,0.08,Moderate
3091,2.09,8.82,5.75,0.7,4.43,10.0,0.21,Low
3092,4.34,9.51,2.54,0.51,0.88,9.23,2.99,Low
3093,2.73,8.8,0.83,0.59,2.0,8.54,0.77,Moderate
3094,4.44,9.53,0.64,0.0,5.08,10.0,0.24,Moderate
3095,1.03,9.77,0.98,1.81,3.76,7.1,2.3,Low
3096,10.87,6.03,1.24,0.13,2.49,2.51,0.91,High
3097,8.3,7.18,1.17,0.84,4.95,9.06,0.27,Moderate
3098,5.05,6.86,1.69,0.77,3.96,10.0,0.18,Moderate
3099,7.58,7.61,2.21,0.95,1.47,8.88,0.08,Moderate
3100,9.65,7.4,0.0,0.55,1.14,9.48,1.43,High
3101,2.87,9.91,3.32,0.23,4.46,6.93,0.64,Moderate
3102,6.9,6.16,0.0,0.99,7.06,5.73,1.96,High
3103,3.98,7.01,0.24,2.26,5.66,10.0,0.11,Moderate
3104,6.82,7.0,0.36,0.1,3.12,8.9,0.02,Moderate
3105,4.22,9.83,0.45,0.61,2.87,10.0,0.21,Moderate
3106,4.59,8.54,0.85,0.1,3.71,9.57,0.02,Moderate
3107,8.72,6.1,3.87,0.61,0.55,4.88,2.88,High
3108,3.96,7.09,6.86,0.51,4.41,9.38,0.49,Moderate
3109,8.4,6.3,0.0,0.1,4.46,4.46,0.02,High
3110,3.94,7.79,1.8,1.04,6.76,8.67,0.18,Moderate
3111,7.95,8.08,2.29,1.54,4.62,8.58,1.04,Moderate
3112,8.71,7.89,0.0,0.06,5.76,10.0,2.69,Moderate
3113,6.77,6.5,0.55,0.86,6.43,7.98,3.07,Moderate
3114,4.72,9.03,1.77,0.08,5.5,9.82,1.84,Moderate
3115,6.22,8.4,0.0,0.41,3.33,9.92,0.11,Low
3116,5.43,6.84,1.3,1.1,4.62,9.89,2.25,Moderate
3117,7.74,7.13,0.0,1.2,0.91,10.0,0.0,Moderate
3118,3.59,9.01,1.36,0.18,3.89,9.13,0.31,Moderate
3119,6.52,7.81,0.0,0.45,4.3,10.0,0.61,Moderate
3120,9.14,5.02,0.37,0.01,3.48,7.03,0.59,High
3121,8.87,6.95,0.0,0.06,0.89,9.54,0.63,High
3122,9.0,7.41,2.19,0.26,5.36,7.25,0.23,High
3123,10.35,7.88,0.0,0.54,3.07,9.09,0.5,High
3124,5.82,7.22,0.37,1.47,6.44,9.69,1.46,Low
3125,7.82,6.64,0.97,3.21,4.7,10.0,0.68,High
3126,8.79,6.64,2.65,0.53,5.4,7.34,0.37,High
3127,6.02,8.11,0.0,2.66,5.2,10.0,2.56,Low
3128,8.65,6.99,0.35,0.77,2.22,9.26,1.34,High
3129,4.7,8.88,1.88,1.07,2.71,10.0,1.7,Moderate
3130,5.57,6.85,0.78,1.86,3.42,9.33,0.38,Moderate
3131,3.16,9.22,4.47,0.23,2.27,10.0,1.56,Moderate
3132,4.8,7.5,2.3,0.38,6.65,8.04,0.38,Moderate
3133,5.96,7.7,8.0,0.53,3.7,10.0,0.15,Moderate
3134,8.72,8.58,0.54,0.18,3.28,8.59,0.02,High
3135,5.21,6.7,4.81,0.63,2.22,9.33,1.44,High
3136,2.63,8.73,0.97,0.11,5.28,10.0,0.22,Moderate
3137,3.86,7.3,3.7,0.28,3.7,8.51,0.59,Low
3138,9.38,6.79,0.0,0.35,5.03,9.14,2.97,High
3139,3.4,9.78,4.62,0.02,2.41,8.15,0.19,Low
3140,4.62,8.48,1.27,1.13,5.65,9.46,2.09,Moderate
3141,7.34,7.24,0.79,0.08,4.88,9.78,0.34,Moderate
3142,10.75,7.49,0.15,1.66,1.82,8.22,0.48,Moderate
3143,5.35,8.38,2.19,0.51,5.64,10.0,2.87,Low
3144,9.62,7.38,0.7,0.38,4.57,10.0,1.32,High
3145,7.93,7.86,6.26,0.26,3.81,8.76,2.61,Moderate
3146,4.34,5.53,1.65,0.03,3.41,5.75,0.64,High
3147,2.74,8.89,7.74,0.3,5.16,8.72,0.05,Moderate
3148,3.02,7.79,1.48,0.79,4.43,7.92,0.84,Moderate
3149,6.22,6.92,0.36,0.02,3.95,9.13,2.6,Moderate
3150,8.82,8.31,1.76,0.01,2.78,8.22,0.07,High
3151,8.7,6.51,0.55,0.59,3.38,10.0,0.29,Moderate
3152,5.78,9.79,1.44,0.23,1.54,8.92,1.06,Moderate
3153,3.88,7.16,1.6,1.92,2.09,10.0,0.22,High
3154,9.31,5.58,3.95,2.19,1.06,4.77,0.29,High
3155,8.81,7.61,1.28,0.5,3.41,9.25,1.02,Moderate
3156,9.76,6.17,0.0,1.36,0.5,3.86,1.64,High
3157,6.06,8.11,1.37,0.94,4.53,10.0,0.33,Moderate
3158,8.3,6.91,1.28,0.24,4.12,9.85,1.56,High
3159,3.27,8.64,1.96,0.87,3.47,8.87,2.05,Low
3160,8.92,6.5,2.43,2.04,4.91,10.0,0.7,Moderate
3161,7.89,7.34,0.0,0.68,2.9,10.0,0.42,Moderate
3162,7.2,8.05,0.0,0.59,3.81,8.79,0.72,Moderate
3163,8.69,8.5,1.77,0.8,0.5,9.77,0.62,Moderate
3164,3.31,8.56,0.38,1.56,0.58,7.32,0.05,Low
3165,3.48,8.31,7.38,2.32,3.65,9.5,1.78,Low
3166,3.26,8.26,3.72,0.37,4.71,9.85,0.51,High
3167,9.05,8.23,3.26,0.99,4.07,10.0,0.44,High
3168,4.15,9.16,0.33,0.55,3.23,8.53,0.43,Moderate
3169,7.03,5.56,2.36,0.24,4.59,4.1,2.19,High
3170,4.33,6.47,1.26,1.8,5.71,5.06,2.2,High
3171,5.66,7.11,1.46,3.6,3.75,10.0,2.97,Moderate
3172,2.0,9.45,3.99,0.14,4.8,9.1,0.0,Low
3173,4.58,8.29,2.17,0.5,2.05,9.15,0.02,Moderate
3174,2.85,9.44,0.51,2.05,1.23,10.0,1.31,Moderate
3175,4.06,8.33,6.72,0.7,3.05,9.86,0.38,High
3176,8.03,8.51,5.5,0.37,3.95,10.0,0.23,High
3177,3.54,9.46,0.35,0.25,2.46,10.0,0.1,Moderate
3178,4.84,8.31,2.51,0.01,4.64,9.75,3.72,Moderate
3179,10.4,7.43,1.63,0.68,1.09,8.12,3.31,High
3180,4.17,6.82,0.48,0.95,3.56,9.54,1.61,Moderate
3181,5.06,8.07,2.39,0.75,4.07,10.0,0.2,Moderate
3182,7.89,7.3,0.19,0.08,2.31,10.0,0.56,Moderate
3183,5.52,8.59,1.45,1.16,2.63,8.49,0.08,Moderate
3184,10.42,4.56,0.0,0.53,0.5,6.2,0.68,High
3185,9.32,6.4,1.58,0.66,4.57,4.16,2.47,High
3186,8.99,7.18,3.11,0.56,2.9,9.71,0.29,High
3187,4.14,8.95,1.39,0.31,2.17,10.0,2.4,Low
3188,7.31,8.55,0.15,0.09,5.7,9.48,0.01,Moderate
3189,6.87,8.28,0.0,0.44,1.99,9.66,0.02,Moderate
3190,9.45,6.56,0.0,0.37,2.44,8.79,0.14,High
3191,10.57,6.9,0.59,0.78,1.35,9.22,0.14,High
3192,10.95,5.89,4.76,1.47,4.76,4.39,0.21,High
3193,4.93,8.35,4.22,2.19,5.78,9.05,0.07,Moderate
3194,3.59,9.46,3.77,0.11,5.52,10.0,0.03,Moderate
3195,6.42,7.63,2.8,0.02,5.53,9.1,0.16,Moderate
3196,3.61,9.02,0.91,0.83,2.79,10.0,0.94,Low
3197,6.6,8.58,0.16,0.27,5.63,10.0,0.3,Low
3198,8.41,7.69,0.0,1.3,2.73,10.0,1.74,Moderate
3199,10.62,7.44,1.52,0.66,0.5,8.19,0.19,Moderate
3200,6.6,9.94,4.06,0.06,1.93,10.0,3.09,Moderate
3201,4.75,8.96,5.43,0.02,3.92,10.0,0.28,Moderate
3202,7.91,6.7,4.6,1.31,2.58,8.17,1.76,High
3203,4.1,9.0,2.48,0.7,3.8,8.63,0.56,Moderate
3204,4.89,8.68,1.48,2.59,4.31,10.0,2.3,Moderate
3205,7.36,7.96,0.0,0.04,3.79,9.8,0.01,High
3206,2.23,10.64,4.01,1.39,4.37,9.22,0.72,Low
3207,8.4,5.3,2.88,0.4,3.71,4.42,0.55,High
3208,10.05,7.92,4.91,0.37,1.43,10.0,0.19,High
3209,9.42,8.48,3.34,0.21,0.5,7.64,0.22,High
3210,9.19,7.28,2.15,1.16,2.86,10.0,0.28,High
3211,5.4,8.63,0.62,1.9,2.59,8.17,2.11,Moderate
3212,5.29,7.83,0.57,0.04,3.57,8.05,0.18,Low
3213,7.52,7.3,1.05,2.82,0.5,8.64,0.44,Moderate
3214,6.07,8.5,5.71,1.94,1.01,9.84,1.46,Low
3215,8.65,7.53,0.0,0.23,3.79,8.91,0.62,High
3216,6.54,8.36,0.73,0.61,0.77,9.07,0.01,Moderate
3217,5.31,8.69,3.11,2.34,3.11,8.82,0.35,Moderate
3218,8.18,7.96,3.52,0.73,1.72,8.77,0.14,Moderate
3219,7.7,8.02,0.6,1.09,1.73,8.81,0.33,Moderate
3220,8.48,5.93,2.65,0.65,3.84,5.09,2.58,High
3221,11.17,6.85,0.0,0.97,2.71,8.15,1.05,High
3222,4.76,10.12,0.88,1.95,3.78,6.65,0.42,Low
3223,1.3,9.44,2.58,0.44,2.44,8.6,0.65,Moderate
3224,4.17,9.96,2.77,1.94,1.84,10.0,0.64,Moderate
3225,10.51,5.33,4.07,0.74,5.13,3.86,1.94,High
3226,5.32,8.03,7.19,0.05,3.32,8.42,1.23,Low
3227,6.94,6.85,0.38,0.16,4.27,10.0,2.9,Low
3228,9.57,7.96,0.23,0.81,1.88,7.88,3.45,Moderate
3229,3.14,10.47,1.0,2.73,3.91,9.05,0.1,Low
3230,1.77,9.21,1.14,0.32,0.5,8.86,0.5,Low
3231,5.53,9.16,5.71,1.35,4.88,10.0,2.02,Low
3232,8.33,8.66,0.06,0.65,1.97,10.0,2.23,Moderate
3233,5.8,7.86,0.87,1.32,1.73,10.0,0.31,Moderate
3234,7.73,7.35,0.1,0.64,1.73,10.0,0.26,Moderate
3235,7.25,8.12,2.11,0.07,2.74,8.58,2.33,Moderate
3236,9.59,5.73,2.58,0.27,3.35,6.42,1.07,High
3237,6.44,7.78,2.5,1.29,3.69,6.32,2.19,Low
3238,9.31,8.81,0.0,3.14,0.56,10.0,1.31,Moderate
3239,1.36,8.95,3.01,2.24,5.59,7.67,0.64,Moderate
3240,6.47,8.51,2.08,0.08,2.39,10.0,0.15,Low
3241,2.58,9.55,1.23,1.01,2.88,10.0,0.02,Moderate
3242,5.29,7.91,4.75,1.18,3.37,10.0,0.3,Low
3243,5.12,8.35,5.87,0.36,4.57,10.0,0.12,Moderate
3244,7.7,8.98,4.91,0.13,2.63,10.0,1.31,Moderate
3245,7.31,7.92,0.92,0.05,2.39,8.19,2.46,Moderate
3246,5.7,8.64,5.09,0.17,2.83,8.37,0.14,Low
3247,6.22,9.35,2.52,0.07,4.73,10.0,0.67,Low
3248,4.72,7.98,1.8,0.23,5.41,9.6,1.04,Moderate
3249,3.95,7.49,0.27,0.41,4.76,9.3,1.89,Low
3250,2.91,10.67,1.19,2.16,3.43,10.0,0.05,Moderate
3251,4.47,8.5,3.24,1.1,7.15,10.0,0.01,Moderate
3252,4.58,9.22,1.4,1.12,4.06,8.71,0.14,Moderate
3253,8.18,6.3,0.56,0.87,3.91,5.39,0.43,Moderate
3254,5.54,8.37,0.48,0.48,3.16,8.08,0.5,Moderate
3255,7.06,6.36,2.28,0.1,4.43,3.08,0.18,High
3256,6.14,7.84,1.65,0.09,0.5,8.92,2.27,Moderate
3257,9.47,5.96,2.12,0.33,4.99,4.49,0.62,High
3258,6.93,6.62,3.04,1.03,1.91,9.21,0.76,Moderate
3259,5.22,7.8,1.15,0.2,2.7,10.0,0.03,High
3260,9.18,4.42,0.98,0.91,2.04,4.62,0.67,High
3261,10.76,5.0,0.0,1.7,2.41,5.43,0.25,High
3262,2.6,9.8,2.65,0.41,3.12,9.9,0.08,Moderate
3263,10.09,6.74,0.0,0.1,4.32,8.11,2.32,High
3264,5.57,6.9,0.51,0.17,5.98,10.0,0.2,Moderate
3265,9.97,6.98,0.85,0.09,5.83,8.36,0.07,High
3266,6.57,6.75,2.91,0.79,4.01,10.0,2.69,Low
3267,8.32,7.74,0.53,2.9,2.7,9.24,0.38,Moderate
3268,2.85,8.81,2.76,0.28,5.13,10.0,0.33,Moderate
3269,7.89,6.84,0.48,0.01,2.21,10.0,2.59,Moderate
3270,9.17,6.63,1.99,0.95,1.81,8.81,0.17,High
3271,7.08,10.01,1.31,0.02,1.88,9.52,0.1,Moderate
3272,4.22,7.69,0.28,0.35,4.02,10.0,0.27,Moderate
3273,6.87,7.75,0.75,0.04,0.5,8.48,0.4,Moderate
3274,3.4,9.52,5.59,1.45,5.14,8.65,0.15,Low
3275,4.53,7.38,3.62,0.23,4.48,9.0,1.59,Low
3276,5.71,6.33,1.51,3.07,5.44,3.58,0.01,Moderate
3277,5.49,7.4,0.56,1.12,1.51,8.68,0.11,Low
3278,6.15,8.53,3.0,2.16,2.25,9.86,2.24,Moderate
3279,5.89,7.52,2.19,0.02,2.65,10.0,0.64,Moderate
3280,8.55,6.7,2.08,0.01,3.08,7.88,0.56,High
3281,6.37,8.61,0.18,0.02,3.11,9.4,0.21,Low
3282,7.64,6.45,1.44,0.84,5.02,3.97,1.36,High
3283,10.88,6.03,3.73,1.81,3.22,2.64,0.47,High
3284,6.77,6.04,1.07,2.92,2.98,6.19,1.67,Moderate
3285,9.56,6.9,0.01,2.06,6.33,8.61,0.01,High
3286,4.63,8.54,3.49,2.07,3.23,8.18,0.18,Low
3287,3.32,9.56,1.02,0.58,2.19,10.0,0.0,Low
3288,4.11,7.34,0.98,1.21,1.41,10.0,0.4,Moderate
3289,6.8,7.35,2.58,1.74,3.69,10.0,0.02,Moderate
3290,4.35,7.13,1.69,0.53,5.3,8.64,1.01,Low
3291,6.86,7.28,0.3,1.17,1.86,9.66,0.25,Moderate
3292,6.01,9.3,0.79,1.18,3.91,9.2,0.08,Moderate
3293,4.93,7.88,2.79,0.13,3.94,9.82,0.83,Low
3294,3.36,7.38,3.42,0.77,1.75,10.0,0.19,Moderate
3295,3.26,8.1,1.0,0.19,5.08,9.45,0.04,Low
3296,7.46,5.7,0.0,1.03,3.66,4.95,2.78,High
3297,2.99,7.58,0.75,0.11,2.73,8.77,0.1,Moderate
3298,4.67,8.96,1.1,0.07,4.88,10.0,0.77,Moderate
3299,5.04,6.71,0.93,0.51,5.66,10.0,1.65,Moderate
3300,8.21,7.36,1.5,1.34,1.48,7.65,2.9,Moderate
3301,3.0,8.9,1.55,0.05,4.33,7.25,0.72,Moderate
3302,8.85,6.3,0.08,0.42,3.77,4.33,1.74,Moderate
3303,6.08,8.02,5.11,1.34,3.37,10.0,0.22,Low
3304,3.44,7.78,0.88,1.39,3.45,10.0,0.12,Moderate
3305,6.49,8.49,0.74,2.27,2.96,10.0,0.06,Low
3306,8.31,6.32,0.23,0.63,5.0,4.65,0.07,High
3307,6.68,7.2,0.28,0.09,4.26,10.0,0.31,Moderate
3308,11.14,5.52,0.0,0.25,0.5,3.06,1.23,High
3309,5.5,8.69,0.05,1.82,0.5,9.54,0.28,Moderate
3310,9.49,7.15,0.0,2.1,0.5,7.85,1.35,Moderate
3311,5.85,5.25,0.62,0.5,2.6,4.56,0.15,High
3312,2.59,9.27,0.75,1.5,2.71,8.2,0.88,Low
3313,6.26,5.99,0.67,0.84,3.56,6.84,0.17,High
3314,4.49,8.01,4.38,2.02,3.77,10.0,1.28,Moderate
3315,7.66,7.14,0.0,0.73,3.38,10.0,0.38,Moderate
3316,10.16,6.02,0.0,0.85,3.18,4.89,0.2,High
3317,2.66,9.5,8.0,0.65,5.45,8.54,0.5,Moderate
3318,8.75,7.58,2.22,0.29,0.5,6.7,1.19,Moderate
3319,6.56,6.86,3.83,0.24,4.32,9.08,0.3,Moderate
3320,6.95,6.68,0.0,0.7,4.28,10.0,1.69,Moderate
3321,8.58,6.89,0.0,0.15,1.41,10.0,0.12,High
3322,2.18,7.62,4.41,2.13,5.41,8.6,0.26,Low
3323,3.14,8.35,0.41,0.03,4.63,10.0,0.25,Low
3324,3.92,9.9,3.63,0.23,3.19,9.1,1.19,Low
3325,3.98,7.03,0.23,0.02,0.77,8.31,0.01,Moderate
3326,4.31,8.08,2.75,0.22,5.34,10.0,0.47,Low
3327,6.05,7.22,1.8,0.81,4.14,9.26,0.08,Moderate
3328,6.37,9.7,3.78,1.43,3.33,10.0,0.04,Low
3329,7.51,6.76,0.08,0.04,0.5,7.55,0.65,High
3330,7.13,6.95,0.0,0.4,2.84,9.3,0.53,Moderate
3331,3.22,7.77,0.97,0.1,2.14,10.0,0.28,Low
3332,8.5,6.96,0.7,0.14,5.23,10.0,0.75,Moderate
3333,8.27,7.3,0.0,1.47,1.55,9.58,0.0,High
3334,9.39,5.75,1.61,0.18,5.77,4.93,0.2,High
3335,4.81,9.23,2.68,0.06,4.73,10.0,0.23,Low
3336,6.87,7.79,1.04,0.17,3.7,8.21,2.16,Moderate
3337,6.06,8.65,1.06,0.72,4.93,9.55,0.11,Moderate
3338,6.09,7.46,0.72,1.07,2.27,10.0,0.2,Moderate
3339,6.85,7.77,1.12,0.14,2.23,10.0,0.03,Moderate
3340,4.35,8.19,0.23,3.06,5.22,9.69,0.25,Moderate
3341,9.29,8.13,2.48,2.28,1.22,8.95,2.28,High
3342,2.24,9.26,1.21,0.3,1.95,7.49,1.05,Moderate
3343,7.57,7.28,4.83,0.36,2.91,10.0,2.6,Moderate
3344,7.14,6.97,0.0,0.82,2.3,10.0,1.86,Moderate
3345,3.98,8.02,2.34,0.1,6.8,10.0,0.06,Moderate
3346,6.46,7.9,2.22,2.75,4.59,8.71,0.72,Low
3347,3.55,9.5,0.64,0.03,2.65,9.71,2.0,Low
3348,1.74,8.63,7.81,0.23,2.81,8.04,0.56,Low
3349,6.01,7.95,3.93,0.32,4.03,10.0,0.03,Low
3350,2.58,9.21,2.47,0.02,5.65,10.0,0.73,Low
3351,8.66,7.25,4.89,0.3,3.57,10.0,0.13,High
3352,9.18,5.01,1.28,0.69,2.48,3.73,0.11,High
3353,8.35,6.08,2.51,1.62,1.53,4.53,1.58,High
3354,8.87,5.45,0.0,0.06,3.23,4.28,0.96,High
3355,5.37,8.08,0.21,0.37,4.1,10.0,0.33,Moderate
3356,5.32,7.16,4.53,0.32,3.3,8.1,0.17,Moderate
3357,3.31,8.27,1.27,0.75,5.58,9.88,1.37,Low
3358,4.94,7.0,2.49,0.07,4.95,7.34,0.17,Moderate
3359,2.24,8.74,0.75,3.04,4.5,7.09,0.68,Moderate
3360,6.84,6.41,0.61,0.94,4.69,7.4,2.55,Moderate
3361,8.8,7.6,1.95,0.36,0.88,9.3,0.12,High
3362,6.73,8.05,1.42,0.15,2.55,10.0,2.12,Moderate
3363,2.52,9.19,0.73,0.25,2.33,8.24,1.3,Low
3364,3.4,8.43,1.69,3.08,4.55,7.0,0.52,Moderate
3365,10.71,4.14,1.6,0.65,2.33,2.85,0.39,High
3366,8.73,6.41,1.0,0.77,3.58,7.98,0.03,High
3367,6.22,6.99,0.94,0.8,3.6,8.3,1.02,Moderate
3368,4.84,8.48,4.63,2.39,4.5,10.0,0.46,Low
3369,6.79,8.17,0.0,2.72,1.44,10.0,2.02,Low
3370,4.3,8.74,2.88,0.39,4.3,9.9,1.92,Low
3371,6.33,8.97,0.47,0.43,1.42,9.1,1.59,Moderate
3372,7.5,6.73,0.83,0.17,2.19,8.87,2.06,High
3373,2.79,8.34,8.0,0.72,3.95,9.99,0.43,Moderate
3374,7.71,8.26,0.0,0.35,4.76,10.0,0.16,Moderate
3375,5.21,8.27,8.0,0.65,2.33,10.0,0.2,Low
3376,5.03,7.92,0.99,0.45,1.11,10.0,0.01,Moderate
3377,8.73,8.71,0.0,0.36,1.11,9.24,2.37,Moderate
3378,5.62,8.53,0.4,0.6,2.8,10.0,1.26,Moderate
3379,3.16,8.63,1.48,2.22,6.76,9.73,0.58,Moderate
3380,6.46,6.98,0.0,0.37,4.38,10.0,0.21,Moderate
3381,8.91,8.13,2.02,1.49,1.59,8.55,0.38,Moderate
3382,2.8,9.15,2.18,2.87,3.63,9.26,0.31,Low
3383,3.71,8.65,1.0,0.96,6.17,10.0,0.33,Moderate
3384,3.68,9.31,0.36,0.12,3.19,9.77,0.67,Moderate
3385,8.69,7.76,1.06,2.33,2.58,10.0,0.3,Moderate
3386,4.19,9.01,0.6,2.68,2.94,8.56,0.08,Low
3387,2.78,9.84,3.66,0.76,4.61,8.82,0.53,Low
3388,2.41,9.53,3.72,0.58,3.0,8.11,0.95,Moderate
3389,5.32,8.62,4.63,2.27,4.73,9.83,2.36,Low
3390,7.99,6.4,0.0,0.04,5.24,4.66,0.24,High
3391,9.5,8.41,0.87,0.44,3.38,8.92,1.15,High
3392,4.91,6.97,4.07,1.4,3.85,10.0,0.86,Moderate
3393,3.57,8.98,3.63,0.04,1.62,8.29,2.7,Low
3394,12.63,4.17,0.0,0.19,3.04,2.0,0.1,High
3395,8.31,6.92,0.0,1.91,2.35,9.15,0.41,High
3396,6.26,7.16,0.64,0.11,2.6,10.0,2.05,Moderate
3397,8.04,7.25,1.67,1.56,2.93,10.0,0.03,High
3398,7.01,7.81,2.35,3.15,4.04,8.97,1.02,Moderate
3399,0.21,8.9,1.76,0.79,3.66,8.56,1.32,Low
3400,6.1,7.76,1.93,0.19,1.51,9.83,0.54,Moderate
3401,9.11,8.13,4.2,1.69,1.23,10.0,0.06,Moderate
3402,3.68,7.32,0.84,2.1,6.89,10.0,1.16,Moderate
3403,2.35,8.25,0.7,1.23,5.14,9.37,1.83,Low
3404,2.77,9.82,2.3,0.98,2.14,9.45,0.81,Low
3405,5.17,8.19,0.42,1.22,5.56,10.0,3.86,Low
3406,4.37,8.55,0.67,0.29,3.33,10.0,1.73,Low
3407,5.54,9.01,0.6,0.77,6.63,10.0,0.1,Moderate
3408,6.99,6.68,1.84,1.64,4.17,10.0,0.45,Moderate
3409,5.95,7.32,0.95,0.11,4.63,9.31,0.21,Moderate
3410,7.52,6.65,5.61,2.48,4.92,8.45,0.11,Moderate
3411,5.74,7.57,0.24,1.18,5.97,10.0,0.98,Moderate
3412,8.21,8.39,1.12,0.15,2.13,10.0,0.09,Moderate
3413,2.65,7.3,1.76,2.06,6.72,9.77,0.4,High
3414,7.87,5.98,1.86,1.98,2.91,5.58,2.45,High
3415,8.77,5.49,0.28,0.45,3.27,3.68,1.87,High
3416,9.41,8.03,1.87,0.57,2.65,8.86,0.01,Moderate
